1001,Alabama,Autauga,0
1003,Alabama,Baldwin,0
1005,Alabama,Barbour,0
1007,Alabama,Bibb,1
1009,Alabama,Blount,0
1011,Alabama,Bullock,1
1013,Alabama,Butler,1
1015,Alabama,Calhoun,0
1017,Alabama,Chambers,1
1019,Alabama,Cherokee,0
1021,Alabama,Chilton,1
1023,Alabama,Choctaw,1
1025,Alabama,Clarke,0
1027,Alabama,Clay,1
1029,Alabama,Cleburne,0
1031,Alabama,Coffee,0
1033,Alabama,Colbert,0
1035,Alabama,Conecuh,1
1037,Alabama,Coosa,0
1039,Alabama,Covington,1
1041,Alabama,Crenshaw,1
1043,Alabama,Cullman,0
1045,Alabama,Dale,1
1047,Alabama,Dallas,0
1049,Alabama,DeKalb,0
1051,Alabama,Elmore,1
1053,Alabama,Escambia,1
1055,Alabama,Etowah,0
1057,Alabama,Fayette,1
1059,Alabama,Franklin,1
1061,Alabama,Geneva,0
1063,Alabama,Greene,1
1065,Alabama,Hale,1
1067,Alabama,Henry,0
1069,Alabama,Houston,0
1071,Alabama,Jackson,0
1073,Alabama,Jefferson,0
1075,Alabama,Lamar,0
1077,Alabama,Lauderdale,0
1079,Alabama,Lawrence,1
1081,Alabama,Lee,0
1083,Alabama,Limestone,0
1085,Alabama,Lowndes,1
1087,Alabama,Macon,1
1089,Alabama,Madison,0
1091,Alabama,Marengo,1
1093,Alabama,Marion,1
1095,Alabama,Marshall,0
1097,Alabama,Mobile,1
1099,Alabama,Monroe,0
1101,Alabama,Montgomery,1
1103,Alabama,Morgan,0
1105,Alabama,Perry,0
1107,Alabama,Pickens,1
1109,Alabama,Pike,0
1111,Alabama,Randolph,1
1113,Alabama,Russell,0
1115,Alabama,St. Clair,0
1117,Alabama,Shelby,0
1119,Alabama,Sumter,1
1121,Alabama,Talladega,0
1123,Alabama,Tallapoosa,1
1125,Alabama,Tuscaloosa,1
1127,Alabama,Walker,1
1129,Alabama,Washington,0
1131,Alabama,Wilcox,1
1133,Alabama,Winston,1
4001,Arizona,Apache,1
4003,Arizona,Cochise,0
4005,Arizona,Coconino,1
4007,Arizona,Gila,1
4009,Arizona,Graham,1
4011,Arizona,Greenlee,0
4012,Arizona,La Paz,1
4013,Arizona,Maricopa,1
4015,Arizona,Mohave,1
4017,Arizona,Navajo,1
4019,Arizona,Pima,0
4021,Arizona,Pinal,0
4023,Arizona,Santa Cruz,1
4025,Arizona,Yavapai,0
4027,Arizona,Yuma,1
5001,Arkansas,Arkansas,1
5003,Arkansas,Ashley,0
5005,Arkansas,Baxter,0
5007,Arkansas,Benton,0
5009,Arkansas,Boone,1
5011,Arkansas,Bradley,0
5013,Arkansas,Calhoun,0
5015,Arkansas,Carroll,1
5017,Arkansas,Chicot,1
5019,Arkansas,Clark,0
5021,Arkansas,Clay,1
5023,Arkansas,Cleburne,0
5025,Arkansas,Cleveland,1
5027,Arkansas,Columbia,1
5029,Arkansas,Conway,0
5031,Arkansas,Craighead,0
5033,Arkansas,Crawford,0
5035,Arkansas,Crittenden,1
5037,Arkansas,Cross,1
5039,Arkansas,Dallas,0
5041,Arkansas,Desha,0
5043,Arkansas,Drew,0
5045,Arkansas,Faulkner,0
5047,Arkansas,Franklin,0
5049,Arkansas,Fulton,1
5051,Arkansas,Garland,1
5053,Arkansas,Grant,0
5055,Arkansas,Greene,0
5057,Arkansas,Hempstead,0
5059,Arkansas,Hot Spring,1
5061,Arkansas,Howard,1
5063,Arkansas,Independence,1
5065,Arkansas,Izard,0
5067,Arkansas,Jackson,0
5069,Arkansas,Jefferson,1
5071,Arkansas,Johnson,0
5073,Arkansas,Lafayette,0
5075,Arkansas,Lawrence,1
5077,Arkansas,Lee,1
5079,Arkansas,Lincoln,1
5081,Arkansas,Little River,1
5083,Arkansas,Logan,0
5085,Arkansas,Lonoke,0
5087,Arkansas,Madison,0
5089,Arkansas,Marion,0
5091,Arkansas,Miller,0
5093,Arkansas,Mississippi,1
5095,Arkansas,Monroe,0
5097,Arkansas,Montgomery,1
5099,Arkansas,Nevada,1
5101,Arkansas,Newton,1
5103,Arkansas,Ouachita,0
5105,Arkansas,Perry,0
5107,Arkansas,Phillips,0
5109,Arkansas,Pike,0
5111,Arkansas,Poinsett,1
5113,Arkansas,Polk,0
5115,Arkansas,Pope,0
5117,Arkansas,Prairie,0
5119,Arkansas,Pulaski,0
5121,Arkansas,Randolph,1
5123,Arkansas,St. Francis,0
5125,Arkansas,Saline,0
5127,Arkansas,Scott,0
5129,Arkansas,Searcy,0
5131,Arkansas,Sebastian,1
5133,Arkansas,Sevier,1
5135,Arkansas,Sharp,0
5137,Arkansas,Stone,1
5139,Arkansas,Union,1
5141,Arkansas,Van Buren,0
5143,Arkansas,Washington,1
5145,Arkansas,White,0
5147,Arkansas,Woodruff,0
5149,Arkansas,Yell,1
6001,California,Alameda,0
6003,California,Alpine,0
6005,California,Amador,0
6007,California,Butte,0
6009,California,Calaveras,0
6011,California,Colusa,0
6013,California,Contra Costa,0
6015,California,Del Norte,0
6017,California,El Dorado,0
6019,California,Fresno,0
6021,California,Glenn,0
6023,California,Humboldt,0
6025,California,Imperial,1
6027,California,Inyo,1
6029,California,Kern,0
6031,California,Kings,0
6033,California,Lake,0
6035,California,Lassen,0
6037,California,Los Angeles,0
6039,California,Madera,0
6041,California,Marin,0
6043,California,Mariposa,0
6045,California,Mendocino,0
6047,California,Merced,0
6049,California,Modoc,0
6051,California,Mono,0
6053,California,Monterey,0
6055,California,Napa,0
6057,California,Nevada,0
6059,California,Orange,0
6061,California,Placer,0
6063,California,Plumas,0
6065,California,Riverside,0
6067,California,Sacramento,0
6069,California,San Benito,0
6071,California,San Bernardino,0
6073,California,San Diego,0
6075,California,San Francisco,0
6077,California,San Joaquin,0
6079,California,San Luis Obispo,0
6081,California,San Mateo,0
6083,California,Santa Barbara,0
6085,California,Santa Clara,0
6087,California,Santa Cruz,0
6089,California,Shasta,0
6091,California,Sierra,0
6093,California,Siskiyou,0
6095,California,Solano,0
6097,California,Sonoma,0
6099,California,Stanislaus,1
6101,California,Sutter,0
6103,California,Tehama,0
6105,California,Trinity,0
6107,California,Tulare,0
6109,California,Tuolumne,0
6111,California,Ventura,0
6113,California,Yolo,0
6115,California,Yuba,0
8001,Colorado,Adams,0
8003,Colorado,Alamosa,0
8005,Colorado,Arapahoe,0
8007,Colorado,Archuleta,0
8009,Colorado,Baca,0
8011,Colorado,Bent,0
8013,Colorado,Boulder,0
8014,Colorado,Broomfield,1
8015,Colorado,Chaffee,1
8017,Colorado,Cheyenne,0
8019,Colorado,Clear Creek,0
8021,Colorado,Conejos,0
8023,Colorado,Costilla,0
8025,Colorado,Crowley,0
8027,Colorado,Custer,0
8029,Colorado,Delta,0
8031,Colorado,Denver,1
8033,Colorado,Dolores,0
8035,Colorado,Douglas,0
8037,Colorado,Eagle,0
8039,Colorado,Elbert,0
8041,Colorado,El Paso,0
8043,Colorado,Fremont,0
8045,Colorado,Garfield,0
8047,Colorado,Gilpin,0
8049,Colorado,Grand,0
8051,Colorado,Gunnison,0
8053,Colorado,Hinsdale,0
8055,Colorado,Huerfano,0
8057,Colorado,Jackson,0
8059,Colorado,Jefferson,0
8061,Colorado,Kiowa,0
8063,Colorado,Kit Carson,0
8065,Colorado,Lake,0
8067,Colorado,La Plata,0
8069,Colorado,Larimer,0
8071,Colorado,Las Animas,0
8073,Colorado,Lincoln,0
8075,Colorado,Logan,1
8077,Colorado,Mesa,0
8079,Colorado,Mineral,0
8081,Colorado,Moffat,0
8083,Colorado,Montezuma,0
8085,Colorado,Montrose,0
8087,Colorado,Morgan,1
8089,Colorado,Otero,0
8091,Colorado,Ouray,0
8093,Colorado,Park,0
8095,Colorado,Phillips,0
8097,Colorado,Pitkin,0
8099,Colorado,Prowers,1
8101,Colorado,Pueblo,0
8103,Colorado,Rio Blanco,0
8105,Colorado,Rio Grande,0
8107,Colorado,Routt,0
8109,Colorado,Saguache,0
8111,Colorado,San Juan,0
8113,Colorado,San Miguel,0
8115,Colorado,Sedgwick,0
8117,Colorado,Summit,0
8119,Colorado,Teller,0
8121,Colorado,Washington,0
8123,Colorado,Weld,0
8125,Colorado,Yuma,0
9001,Connecticut,Fairfield,1
9003,Connecticut,Hartford,1
9005,Connecticut,Litchfield,1
9007,Connecticut,Middlesex,1
9009,Connecticut,New Haven,1
9011,Connecticut,New London,0
9013,Connecticut,Tolland,0
9015,Connecticut,Windham,0
10001,Delaware,Kent,1
10003,Delaware,New Castle,0
10005,Delaware,Sussex,1
11001,District of Columbia,District of Columbia,1
12001,Florida,Alachua,0
12003,Florida,Baker,1
12005,Florida,Bay,1
12007,Florida,Bradford,0
12009,Florida,Brevard,1
12011,Florida,Broward,1
12013,Florida,Calhoun,1
12015,Florida,Charlotte,1
12017,Florida,Citrus,1
12019,Florida,Clay,0
12021,Florida,Collier,1
12023,Florida,Columbia,1
12027,Florida,DeSoto,1
12029,Florida,Dixie,0
12031,Florida,Duval,0
12033,Florida,Escambia,1
12035,Florida,Flagler,0
